FOOD_CODE,NUTRIENT,QUANTITY
19069,083,8.8
19077,083,13.3
19080,083,14.5
19106,083,13.4
19128,083,25.9
19135,083,12.9
19238,083,7.4
19247,083,8.5
16281,083,9.9
16256,083,16.7
16232,083,19.5
16216,083,23.3
16203,083,24.2
11169,083,6.8
11144,083,14.2
11136,083,7
11129,083,5.3
11099,083,8.4
11070,083,8.5
13113,083,1.2
13171,083,3.1
13318,083,0.8
15298,083,1.3
15314,083,43.2
14045,083,1.2
14105,083,0.8
14176,083,0.8
17007,083,-99
17027,083,4.9
17034,083,-99
17036,083,-99
17038,083,-99
17043,083,0.2
17094,083,5.3
17101,083,-99
17152,083,0.2
17165,083,0.1
17318,083,1
17326,083,1.5
18361,083,31.2
19063,083,10.8
1064,086,0
11036,086,0
11043,086,0
11062,086,0
11064,086,0
11070,086,0
11099,086,0
11113,086,0
11126,086,0
11127,086,0
11128,086,0
11129,086,0
11130,086,0
11131,086,0
11133,086,0
11134,086,0
11135,086,1320
11136,086,0
11137,086,0
11143,086,0
11144,086,0
11145,086,0
11146,086,0
11147,086,0
11148,086,0
11149,086,0
11150,086,0
11151,086,0
11152,086,0
11153,086,0
11154,086,0
11155,086,0
11157,086,7
11167,086,0
11168,086,0
11169,086,-99
11183,086,0
11200,086,22
11242,086,58
11310,086,50
11349,086,73
11350,086,77
12001,086,1
12008,086,21
12012,086,52
12018,086,46
12024,086,6
12027,086,0
12037,086,44
12041,086,83
12042,086,0
12097,086,625
12113,086,315
12116,086,600
12130,086,-99
12131,086,285
12134,086,325
12147,086,44
12154,086,175
12160,086,3
12185,086,39
12188,086,8
12190,086,10
12194,086,115
12200,086,1
12204,086,115
12206,086,1
12247,086,0
12248,086,56
12250,086,107
12801,086,190
13013,086,0
13022,086,0
13043,086,0
13045,086,0
13046,086,0
13052,086,0
13065,086,0
13082,086,0
13092,086,0
13113,086,0
13119,086,0
13133,086,0
13135,086,0
13142,086,0
13166,086,0
13171,086,0
13178,086,0
13193,086,0
13195,086,0
13197,086,0
13201,086,0
13204,086,0
13216,086,0
13221,086,0
13231,086,0
13233,086,0
13244,086,0
13264,086,0
13266,086,0
13275,086,0
13285,086,0
13304,086,0
13313,086,0
13318,086,0
13320,086,0
13344,086,0
13349,086,0
13360,086,0
13369,086,0
13384,086,0
13396,086,0
14013,086,0
14025,086,0
14031,086,0
14037,086,0
14045,086,0
14096,086,0
14097,086,0
14109,086,0
14124,086,0
14153,086,0
14176,086,0
14183,086,0
14191,086,0
14193,086,0
14213,086,0
14231,086,0
14242,086,0
14244,086,0
14260,086,0
14271,086,0
14283,086,0
14821,086,0
14829,086,0
14834,086,0
15077,086,34
15078,086,-99
15079,086,0
15296,086,23
15297,086,23
15298,086,-99
15314,086,0
15330,086,28
16013,086,2
16023,086,1
16176,086,34
16188,086,38
16192,086,43
16203,086,16
16216,086,7
16229,086,26
16232,086,-99
16239,086,-99
16256,086,54
16281,086,-99
16289,086,-99
16307,086,41
17007,086,675
17008,086,-99
17009,086,-99
17010,086,-99
17013,086,815
17015,086,565
17018,086,665
17019,086,665
17020,086,745
17021,086,675
17023,086,-88
17026,086,650
17027,086,-88
17028,086,470
17031,086,0
17033,086,0
17034,086,0
17036,086,0
17038,086,0
17039,086,0
17040,086,0
17041,086,0
17042,086,0
17043,086,0
17044,086,0
17045,086,0
17046,086,0
17047,086,0
17073,086,0
17088,086,81
17094,086,-88
17100,086,1
17101,086,0
17117,086,0
17120,086,0
17133,086,0
17152,086,0
17165,086,0
17175,086,0
17179,086,0
17189,086,0
17211,086,0
17222,086,0
17229,086,0
17236,086,0
17240,086,0
17250,086,39
17272,086,0
17284,086,0
17302,086,0
17316,086,86
17318,086,-99
17326,086,9
17338,086,0
17352,086,0
17380,086,0
18005,086,-99
18049,086,-99
18100,086,29
18141,086,-99
18205,086,-99
18251,086,-99
18361,086,-99
18414,086,19700
18418,086,22600
19008,086,-99
19024,086,-99
19029,086,21
19056,086,56
19063,086,-99
19067,086,58
19068,086,49
19069,086,90
19077,086,-99
19080,086,-99
19106,086,2600
19128,086,-99
19135,086,-99
19247,086,40
339,086,-99
68,086,0
75,086,0
79,086,0
a1361,086,0
a1362,086,0
a2001,086,44
a2002,086,35
a2003,086,0
a7001,086,0
a7021,086,0
a7022,086,0
a7024,086,0
a7026,086,146
f0535,086,24
f1120,086,26
f1171,086,0
f1201,086,25
f1211,086,72
f1266,086,80
f1294,086,0
f1309,086,0
f1325,086,45
f2268,086,110
f2296,086,59
f3016,086,0
f3025,086,0
11018,086,0
12220,086,77
17063,086,0
17247,086,0
18331,086,11
19238,086,38
12108,086,625
1064,088,0
11036,088,0
11043,088,0
11062,088,0
11064,088,0
11070,088,0
11099,088,0
11113,088,0
11126,088,0
11127,088,0
11128,088,0
11129,088,0
11130,088,0
11131,088,0
11133,088,0
11134,088,-99
11135,088,1320
11136,088,0
11137,088,-99
11143,088,0
11144,088,0
11145,088,0
11146,088,0
11147,088,0
11148,088,0
11149,088,0
11150,088,0
11151,088,0
11152,088,0
11153,088,-99
11154,088,0
11155,088,0
11157,088,7
11167,088,0
11168,088,0
11169,088,-99
11183,088,0
11200,088,23
11242,088,62
11310,088,71
11349,088,114
11350,088,119
12001,088,1
12008,088,23
12012,088,56
12018,088,58
12024,088,6
12027,088,33
12037,088,44
12041,088,83
12042,088,-99
12097,088,625
12113,088,336
12116,088,654
12130,088,1
12131,088,320
12134,088,363
12147,088,46
12154,088,200
12160,088,3
12185,088,42
12188,088,9
12190,088,11
12194,088,121
12200,088,2
12204,088,148
12206,088,2
12247,088,1
12248,088,60
12250,088,126
12801,088,190
13022,088,-99
13043,088,5
13045,088,5
13046,088,5
13052,088,7
13065,088,60
13082,088,55
13092,088,3
13113,088,83
13119,088,-99
13133,088,67
13135,088,75
13142,088,8
13166,088,-99
13171,088,188
13178,088,69
13193,088,40
13195,088,6
13197,088,6
13201,088,1260
13204,088,735
13216,088,1
13221,088,483
13231,088,83
13233,088,37
13264,088,12
13266,088,84
13275,088,8
13285,088,2
13304,088,2
13313,088,5
13318,088,44
13344,088,640
13349,088,378
13360,088,28
13369,088,20
13384,088,106
13396,088,796
14013,088,9
14025,088,87
14031,088,108
14037,088,4
14045,088,7
14096,088,27
14097,088,27
14109,088,12
14124,088,5
14153,088,-88
14176,088,8
14183,088,15
14191,088,3
14193,088,2
14213,088,67
14231,088,26
14242,088,2
14244,088,1
14260,088,2
14271,088,-99
14283,088,117
14821,088,0
14829,088,0
14834,088,0
15077,088,151
15078,088,114
15079,088,111
15296,088,27
15297,088,27
15298,088,3
15314,088,1
15330,088,28
16013,088,2
16023,088,1
16176,088,34
16188,088,38
16192,088,43
16203,088,16
16216,088,7
16229,088,26
16232,088,-99
16239,088,-99
16256,088,54
16281,088,-99
16289,088,-99
16307,088,41
17007,088,758
17008,088,-99
17009,088,-99
17010,088,-99
17013,088,887
17015,088,639
17018,088,790
17019,088,790
17020,088,819
17021,088,733
17023,088,463
17026,088,784
17027,088,539
17028,088,566
17031,088,-99
17033,088,-99
17034,088,-99
17036,088,-99
17038,088,4
17039,088,-99
17040,088,-99
17041,088,-99
17042,088,-99
17043,088,-99
17044,088,-99
17045,088,-99
17046,088,-99
17047,088,-99
17073,088,-99
17088,088,101
17094,088,-88
17100,088,2
17101,088,0
17117,088,0
17120,088,2
17133,088,-99
17152,088,0
17165,088,0
17175,088,0
17179,088,-99
17189,088,115
17211,088,-99
17222,088,-99
17229,088,-99
17236,088,-99
17240,088,-99
17250,088,42
17272,088,0
17284,088,3
17302,088,0
17316,088,103
17318,088,10
17326,088,12
17338,088,38
17352,088,42
17380,088,0
18005,088,-99
18049,088,1
18100,088,29
18141,088,-99
18205,088,-99
18251,088,-99
18361,088,-99
18414,088,19710
18418,088,22600
19008,088,-99
19024,088,-99
19029,088,21
19056,088,67
19063,088,-99
19067,088,65
19068,088,55
19069,088,99
19077,088,-99
19080,088,-99
19106,088,2600
19128,088,-99
19135,088,-99
19247,088,62
339,088,-99
68,088,0
75,088,0
79,088,-99
a1361,088,0
a1362,088,-99
a2001,088,51
a2002,088,37
a2003,088,1
a7001,088,-99
a7021,088,-99
a7022,088,0
a7024,088,-99
a7026,088,358
f0535,088,24
f1120,088,26
f1171,088,0
f1201,088,26
f1211,088,72
f1266,088,88
f1294,088,18
f1309,088,13
f1325,088,46
f2268,088,121
f2296,088,64
f3016,088,0
f3025,088,0
13013,088,-99
13244,088,-99
13320,088,641
17247,088,0
17063,088,0
11018,088,0
12108,088,625
12220,088,80
18331,088,11
19238,088,109
18141,089,0.26
79,089,1
75,089,1.4
68,089,1.3
16281,089,0.16
16256,089,0.38
18005,089,0.18
16239,089,0.12
16232,089,0.86
16229,089,0.11
16216,089,0.29
16203,089,0.14
16192,089,0.3
16176,089,0.27
339,089,-88
16023,089,0.07
16013,089,0.05
11350,089,0.14
11349,089,0.13
11310,089,0.02
11242,089,0.07
11200,089,0.07
11183,089,0.08
11168,089,0.14
11167,089,0.05
11155,089,1
11154,089,1
11153,089,1.5
11152,089,0.03
11151,089,2.2
11149,089,2.2
11147,089,1.5
11146,089,1.5
11145,089,0.09
11143,089,0.01
11137,089,0.7
11136,089,1.5
11135,089,1.5
11134,089,1.5
11133,089,1.5
11131,089,1.5
11130,089,1.5
11129,089,1.5
11128,089,1.5
11127,089,1.5
11126,089,1.5
11099,089,0.06
11070,089,0.09
11064,089,0.02
11062,089,0.01
11036,089,0.02
18100,089,0.17
11018,089,0.09
1064,089,0.04
13013,089,0.01
13022,089,0.01
13045,089,0.06
13046,089,0.06
13065,089,0.06
13082,089,0.04
13092,089,0.04
13113,089,0.02
13119,089,0.02
13133,089,0.09
13142,089,0.06
13171,089,0.05
13178,089,0.09
13193,089,0.02
13197,089,0.01
13204,089,0.01
13216,089,0.04
13221,089,0.01
13233,089,0.01
13244,089,0.03
13264,089,0.02
13266,089,0.02
13285,089,0.35
13320,089,0.03
13344,089,0.05
13349,089,0.06
13360,089,0.01
13369,089,0.05
15077,089,0.03
15078,089,0.01
15079,089,0.01
15296,089,0.03
15297,089,0.03
15298,089,0.01
15314,089,0.42
12001,089,0.17
12008,089,0.18
12012,089,0.17
12018,089,0.19
12024,089,0.52
12027,089,1
12037,089,0.13
12041,089,0.32
12042,089,0.27
12097,089,1.33
12108,089,1.3
12113,089,0.17
12116,089,0.16
12131,089,0.43
12134,089,0.4
12147,089,0.26
12154,089,0.35
12185,089,0.3
12188,089,0.25
12190,089,0.21
12194,089,0.36
12204,089,0.25
12206,089,0.24
12220,089,0.2
12247,089,0.18
12248,089,0.14
12283,089,0.23
12285,089,0.25
12801,089,0.47
14013,089,0.02
14025,089,0.05
14031,089,0.2
14037,089,0.18
14045,089,0.06
14096,089,0.01
14097,089,0.01
14105,089,0.02
14109,089,0.01
14124,089,0.03
18049,089,0.28
14153,089,0.01
14176,089,0.03
14183,089,0.04
14191,089,0.03
14193,089,0.02
14213,089,0.03
14260,089,0.03
14271,089,0.01
14283,089,0.02
14821,089,0.16
14829,089,0.09
14834,089,0.1
f1309,089,0.02
f3016,089,0.02
f3025,089,0.08
f1120,089,0.16
f1325,089,0.09
f2268,089,0.22
f1171,089,0.03
f1201,089,0.07
f1211,089,0.12
a2002,089,0.17
a2001,089,0.18
a2003,089,0.04
13304,089,-99
12130,089,-88
12200,089,-88
a7022,089,0
a7024,089,-99
a7026,089,-99
f0535,089,0.52
17007,089,-99
17013,089,0.02
17015,089,-99
17018,089,-99
17021,089,-99
17027,089,-99
17031,089,-99
17033,089,-99
17034,089,-99
17036,089,-99
17038,089,-99
17039,089,-99
17040,089,-99
17041,089,-99
17042,089,-99
17043,089,0.07
17044,089,-99
17045,089,-99
17047,089,-99
17073,089,-99
17088,089,0.2
17094,089,0.2
17100,089,0.22
17101,089,0
17117,089,0
17120,089,0
17152,089,0.01
17165,089,0.02
17175,089,0
17179,089,-99
17189,089,-99
17211,089,0.04
17222,089,-99
17236,089,0.01
17240,089,-99
17247,089,0
17250,089,0.03
17272,089,0.03
17284,089,0.02
17318,089,-88
17326,089,-88
17338,089,0.09
17352,089,0.01
17380,089,11.9
18205,089,0.16
18251,089,0.16
18331,089,0.16
18414,089,5.65
18418,089,3.1
19008,089,0.17
19024,089,0.24
19029,089,0.22
19056,089,0.06
19063,089,0.06
19067,089,0.06
19068,089,0.06
19069,089,0.15
19080,089,0.13
19106,089,1.16
19135,089,0.15
19247,089,0.1
16307,089,0.1
16289,089,0.07
16188,089,0.27
11169,089,0.11
11157,089,1.5
11150,089,1.7
11148,089,0.05
11144,089,0.06
11113,089,0.09
13043,089,0.06
13052,089,0.04
13135,089,0.07
13166,089,0.03
13195,089,0.01
13231,089,0.02
13313,089,0.01
13318,089,0.01
13384,089,0.01
13396,089,0.06
15330,089,0.36
12160,089,0.37
12250,089,0.07
14231,089,0.2
14242,089,0.05
14244,089,0.05
f1294,089,0.02
f1266,089,0.07
f2296,089,0.18
a1362,089,1.16
11043,089,-99
13201,089,-99
13275,089,-99
a7021,089,0
a7001,089,-99
a1361,089,0.06
17008,089,0
17009,089,0
17010,089,-99
17019,089,-99
17020,089,-99
17023,089,-99
17026,089,-99
17028,089,-99
17046,089,-99
17063,089,0
17133,089,0.08
17229,089,0.01
17302,089,0
17316,089,0.07
17341,089,0.01
18361,089,0.19
19077,089,0.11
19128,089,0.2
19238,089,0.12
18141,091,4.9
339,091,28.5
79,091,0.4
75,091,0.6
68,091,0.7
16307,091,4.1
12097,091,3.4
12108,091,1
16289,091,3.6
16281,091,0.6
16256,091,0.5
18005,091,24.3
16232,091,0.7
16229,091,0.2
16216,091,2.9
16203,091,2.5
16192,091,4
16188,091,3.1
16176,091,2.8
16023,091,4.1
18100,091,28.4
1064,091,3.5
13043,091,0.1
13046,091,0.1
13052,091,0.1
13065,091,0.1
13082,091,0.1
13113,091,0.1
13133,091,0.2
13135,091,0.2
13142,091,0.2
13178,091,0.3
13193,091,0.1
13195,091,0.1
13201,091,0.1
13204,091,0.1
13216,091,0.2
13231,091,0.1
13244,091,0.1
13264,091,0.1
13266,091,0.1
13285,091,0.1
13313,091,0.2
13320,091,0.1
13344,091,0.1
13349,091,0.1
13384,091,0.1
13396,091,0.3
15077,091,3.9
15078,091,0.5
15079,091,0.5
15298,091,0.4
15314,091,0.7
12001,091,0.1
12008,091,1
12012,091,2.4
12018,091,3.3
12024,091,0.3
12027,091,32.1
12041,091,3.8
12113,091,11.9
12116,091,30
12154,091,15.9
12160,091,0.1
12188,091,0.5
12190,091,0.4
12194,091,5.2
12200,091,10.8
12204,091,6.4
12206,091,4.4
12247,091,3.7
12248,091,1.6
12250,091,3.2
12283,091,10.3
12285,091,12.3
12801,091,3.1
14045,091,0.1
18049,091,2.5
14244,091,0.1
14821,091,4.7
14829,091,11.7
f3025,091,0.81
f1266,091,0.6
f2268,091,5.9
f2296,091,2.4
f1201,091,0.2
f1211,091,0.5
a1362,091,0.4
a7022,091,41.3
a7024,091,17
a7026,091,30
a2001,091,2.5
13092,091,-99
13166,091,-99
13197,091,-99
13221,091,-99
13233,091,-99
13275,091,-99
13304,091,-99
13360,091,-99
14025,091,-99
14031,091,-88
14096,091,-99
14097,091,-99
14105,091,-99
14124,091,-88
14153,091,-99
14176,091,-99
14183,091,-99
14191,091,-99
14231,091,-88
14242,091,-88
14260,091,-99
14271,091,-99
14283,091,-99
f1309,091,0
f3016,091,0
f1294,091,0
11043,091,0.3
11062,091,0.1
11064,091,0.1
11099,091,0.4
11113,091,0.5
11126,091,0.6
11128,091,0.4
11129,091,0.4
11130,091,0.1
11131,091,0.8
11133,091,0.1
11135,091,0.1
11136,091,0.12
11137,091,0.8
11144,091,0.2
11145,091,1.2
11146,091,0.3
11147,091,0.2
11149,091,0.2
11150,091,0.3
11151,091,0.3
11152,091,0.1
11153,091,0.4
11154,091,0.4
11155,091,0.4
11168,091,0.3
11169,091,12.2
11183,091,8
11349,091,5.5
11350,091,4.3
a1361,091,11.3
f0535,091,1.7
17007,091,66
17008,091,47
17009,091,48.4
17013,091,54.8
17018,091,34.6
17020,091,27.2
17021,091,17
17026,091,11.7
17027,091,8.9
17031,091,86.5
17033,091,14.4
17034,091,26.1
17036,091,11.1
17038,091,14.3
17040,091,20
17041,091,6.6
17042,091,9.7
17043,091,14.6
17044,091,15.6
17047,091,9.1
17063,091,0
17073,091,0
17101,091,0
17117,091,-88
17120,091,9.5
17133,091,14
17152,091,-99
17189,091,-99
17211,091,-99
17222,091,0
17229,091,0
17236,091,0
17247,091,0
17250,091,0.6
17272,091,0.6
17284,091,-88
17316,091,11.1
17338,091,-99
17341,091,-99
17352,091,-99
11310,091,5.6
11200,091,5.8
11167,091,8.4
12220,091,1
11018,091,1.6
18205,091,17.9
18251,091,2.2
18331,091,2.1
18361,091,1.4
18418,091,2.5
19008,091,4.6
19024,091,1.6
19029,091,10.7
19056,091,5.9
19067,091,10.9
19068,091,9.7
19069,091,8.4
19077,091,7.9
19080,091,8
19128,091,5.7
19135,091,8.7
19238,091,2.8
19247,091,3.6
f1171,091,0
12130,091,5.94
15330,091,4.7
17302,091,7.98
17318,091,4.19
16239,091,0.2
16013,091,0.3
13022,091,3.6
13045,091,0.1
13119,091,0.5
13171,091,0.2
13318,091,0.1
13369,091,0.3
15296,091,3
15297,091,3.9
12037,091,2.3
12042,091,0.3
12131,091,16.8
12134,091,21.7
12147,091,2.4
12185,091,1.5
14037,091,4.1
14834,091,9.5
f1325,091,0.5
a7021,091,34.8
a2003,091,1.2
13013,091,-99
14013,091,-99
14109,091,-99
14193,091,-99
14213,091,-99
f1120,091,0
11036,091,0.3
11070,091,0.4
11127,091,0.5
11134,091,2.5
11143,091,0.2
11148,091,0.4
11157,091,0.6
11242,091,4.3
17010,091,40.3
17015,091,25.5
17019,091,35.9
17023,091,12.6
17028,091,6.2
17039,091,47.8
17045,091,12
17046,091,10.4
17088,091,11.3
17094,091,10
17100,091,12.2
17165,091,-99
17175,091,0
17179,091,0
17240,091,0
17326,091,3.9
17380,091,-88
19063,091,9.7
19106,091,5.3
a2002,091,1.6
18414,091,3.98
18141,092,4
339,092,2
16289,092,21
16256,092,43
16239,092,23
16229,092,78
16216,092,49
16203,092,31
16192,092,38
16188,092,36
16013,092,34
11350,092,4
11349,092,4
11168,092,3
11167,092,4
11130,092,2
11113,092,35
11099,092,28
18100,092,4
13013,092,1
13022,092,2
13043,092,2
13045,092,2
13046,092,2
13092,092,2
13133,092,1
13195,092,2
13201,092,1
13204,092,1
13221,092,3
13231,092,1
13244,092,2
13264,092,1
13266,092,1
13285,092,7
13304,092,1
13344,092,1
13360,092,1
15298,092,1
15330,092,7
12001,092,1
12008,092,1
12012,092,1
12018,092,1
12024,092,1
12134,092,12
12147,092,4
12185,092,1
12188,092,1
12194,092,2
14025,092,1
14031,092,7
18049,092,10
14183,092,1
14231,092,3
14242,092,8
14283,092,1
14829,092,3
14834,092,4
f1309,092,1
f3016,092,1
f1294,092,0.9
f1266,092,2
f1325,092,4
f2268,092,3
f1171,092,1
f2296,092,1
f1201,092,2
f1211,092,5
a1362,092,0.7
a2001,092,1
a7022,092,0
a1361,092,2
f0535,092,27
17088,092,2
17094,092,2
17341,092,1
18205,092,9
18251,092,18
18331,092,16
18361,092,17
18414,092,62
18418,092,50
19008,092,13
19024,092,8
19063,092,6
19068,092,4
19077,092,4
19128,092,8
19135,092,7
19247,092,2
1064,092,3
11036,092,2
11062,092,1
11064,092,6
11070,092,4
11126,092,4
11127,092,4
11128,092,4
11129,092,2
11131,092,4
11133,092,4
11134,092,2
11135,092,24
11136,092,49
11137,092,4
11143,092,0
11144,092,2
11145,092,3
11146,092,2
11147,092,2
11148,092,4
11149,092,2
11150,092,3
11151,092,2
11152,092,2
11153,092,4
11154,092,2
11155,092,2
11157,092,2
11169,092,2
11183,092,4
11200,092,10
11242,092,12
11310,092,1
12027,092,2
12037,092,1
12041,092,1
12042,092,2
12108,092,2
12113,092,0
12116,092,3
12130,092,2
12154,092,7
12200,092,1
12204,092,2
12220,092,3
12247,092,1
12248,092,2
12285,092,7
13052,092,1
13065,092,1
13113,092,1
13119,092,3
13135,092,1
13166,092,0
13171,092,1
13178,092,10
13197,092,3
13216,092,1
13233,092,1
13275,092,0
13313,092,2
13318,092,1
13320,092,1
13349,092,2
13369,092,1
13384,092,1
13396,092,1
14013,092,0
14037,092,0
14096,092,1
14097,092,1
14124,092,1
14153,092,1
14191,092,1
14193,092,1
14213,092,1
14244,092,1
14260,092,1
14271,092,0
14821,092,0
15077,092,2
15078,092,1
15079,092,1
15296,092,1
15297,092,1
16023,092,16
16281,092,13
16307,092,56
17007,092,0
17009,092,0
17010,092,0
17013,092,0
17015,092,0
17018,092,0
17019,092,0
17021,092,0
17023,092,0
17026,092,0
17027,092,0
17031,092,0
17033,092,0
17034,092,0
17036,092,0
17038,092,0
17039,092,0
17040,092,0
17041,092,0
17042,092,0
17043,092,0
17044,092,1
17045,092,2
17046,092,0
17047,092,0
17063,092,1
17073,092,1
17100,092,2
17101,092,1
17117,092,0
17120,092,2
17133,092,1
17152,092,0
17165,092,0
17175,092,0
17179,092,0
17189,092,0
17211,092,0
17222,092,0
17229,092,0
17236,092,0
17240,092,0
17247,092,0
17250,092,3
17272,092,4
17284,092,1
17302,092,0
17316,092,3
17326,092,2
17338,092,7
17352,092,0
19056,092,1
19069,092,34
19106,092,28
68,092,3
75,092,4
79,092,17
a2003,092,0
a7001,092,0
a7026,092,0
f1120,092,4
18005,092,3
16232,092,17
16176,092,46
11043,092,4
11018,092,3
13193,092,2
15314,092,4
12160,092,2
12190,092,1
12283,092,7
12801,092,11
14045,092,1
14105,092,1
14109,092,1
14176,092,1
f3025,092,2
a2002,092,1
a7021,092,0
19029,092,10
19067,092,4
19080,092,6
12097,092,2
12131,092,5
12206,092,2
12250,092,1
13082,092,0
13142,092,1
17008,092,0
17020,092,0
17028,092,0
17318,092,1
17380,092,8
19238,092,9
a7024,092,0
18141,097,0
79,097,57.2
75,097,51
68,097,57.2
16307,097,4.1
16289,097,15.5
16281,097,19.7
339,097,0
16023,097,11.7
11350,097,26
11349,097,22.6
11310,097,25.8
11242,097,30
11183,097,52.5
11169,097,38
11168,097,67.4
11167,097,68.3
11157,097,51.1
11155,097,68.5
11154,097,68.5
11153,097,34.9
11152,097,28
11151,097,50.5
11150,097,64.5
11149,097,63.9
11148,097,67.5
11147,097,56.5
11146,097,79.1
11145,097,67.7
11143,097,9
11137,097,47.4
11135,097,67.8
11134,097,46.4
11133,097,53.9
11130,097,77.7
11129,097,55.7
11128,097,50.7
11127,097,26.3
11126,097,27.6
11099,097,46.7
11070,097,41.3
11064,097,21.9
11062,097,21.7
11043,097,30.9
18100,097,0
1064,097,3.6
13013,097,16.3
13022,097,28.8
13043,097,9.3
13045,097,9.7
13046,097,9.7
13052,097,1.8
13092,097,16.2
13113,097,0.3
13119,097,0.3
13133,097,4.7
13142,097,21
13178,097,0.3
13195,097,0.1
13197,097,0.1
13201,097,0.2
13204,097,0.2
13216,097,0.2
13231,097,0.1
13233,097,0.1
13244,097,14.7
13264,097,0.2
13275,097,0.2
13285,097,0.2
13318,097,0.1
13320,097,0.1
13349,097,0.2
13360,097,0.1
15077,097,0.2
15078,097,0.1
15079,097,0.1
15296,097,10.9
15297,097,10.2
15298,097,10.8
15314,097,5.6
12097,097,25
12220,097,2.6
12247,097,1.8
12248,097,5.8
12283,097,15.7
14045,097,2.3
14124,097,0.3
18049,097,0
14821,097,2
f1309,097,22
f3016,097,25.3
f3025,097,35.3
f1294,097,12.7
f1266,097,47.9
f1325,097,26.4
f1171,097,25
f2296,097,5.6
f1201,097,11.2
f1211,097,22
16256,097,-99
16239,097,0
16216,097,0
16192,097,0
16188,097,0
16176,097,0
16013,097,0
13166,097,-99
13221,097,-99
13266,097,-99
13304,097,-99
13384,097,-99
12008,097,0
12012,097,0
12018,097,0
12024,097,0
12027,097,-99
12037,097,0
12041,097,0
12113,097,0
12116,097,0
12130,097,-88
12131,097,0
12147,097,0
12154,097,0
12160,097,-99
12185,097,0
12188,097,0
12190,097,0
12200,097,-88
12204,097,-99
12206,097,-99
12801,097,0
14013,097,-99
14025,097,0
14031,097,0
14037,097,-99
14097,097,0
14105,097,0
14153,097,0
14176,097,0
14183,097,0
14191,097,0
14193,097,0
14231,097,0
14244,097,0
14260,097,0
14271,097,0
14283,097,0
a2002,097,0
a7024,097,0
a7001,097,0
a2001,097,0
a1361,097,43
f0535,097,15.5
17007,097,0
17019,097,0
17023,097,0
17026,097,0
17027,097,0.6
17028,097,-99
17031,097,0
17033,097,0
17034,097,0
17036,097,0
17038,097,0
17039,097,0
17040,097,0
17041,097,0
17042,097,0
17043,097,0
17044,097,0
17045,097,0
17046,097,0
17047,097,0
17073,097,0
17088,097,0.2
17101,097,0.4
17117,097,0
17120,097,-99
17133,097,52.6
17152,097,0
17165,097,0
17175,097,-99
17179,097,0
17189,097,0
17222,097,0
17229,097,0
17236,097,0
17240,097,0
17247,097,0
17250,097,3.4
17272,097,4.2
17284,097,4.8
17302,097,0
17318,097,3.6
17326,097,-99
17338,097,1.1
17352,097,2.1
18205,097,0
18251,097,0
18331,097,0
18361,097,0
19008,097,0
19024,097,0
19029,097,-99
19056,097,24.1
19069,097,25.2
19077,097,11.7
19080,097,8.3
19128,097,0
19135,097,3.6
19238,097,12.7
19247,097,1.5
18005,097,0
11200,097,14.8
11144,097,67
11136,097,49.9
11131,097,52.3
11113,097,39.8
11036,097,31.6
11018,097,64.9
13065,097,4.3
13082,097,0.8
13135,097,6.3
13193,097,0.2
13313,097,6.4
13369,097,16.9
15330,097,4.1
12250,097,2.7
12285,097,17.5
14829,097,6.4
14834,097,3.3
f1120,097,37.2
f2268,097,4.6
a1362,097,64.7
16232,097,-99
16229,097,0
16203,097,0
13171,097,-99
13344,097,-99
13396,097,-99
12001,097,0
12042,097,0
12108,097,-88
12134,097,0
12194,097,0
14096,097,0
14109,097,0
14213,097,0
14242,097,0
a7021,097,0
a7022,097,0
a7026,097,0
a2003,097,-99
17008,097,0
17009,097,0
17010,097,0
17013,097,0
17015,097,0
17018,097,0
17020,097,0
17021,097,0
17063,097,0
17094,097,0.7
17100,097,15.5
17211,097,0
17316,097,0.4
17341,097,0.2
17380,097,1.9
18414,097,0
18418,097,3.6
19063,097,22.7
19067,097,22.7
19068,097,26.5
19106,097,5
18005,098,0
11350,098,0.3
11310,098,21.5
11242,098,6.4
11200,098,20.5
11183,098,19.1
11169,098,26
11157,098,28.9
11154,098,2.9
11152,098,45.6
11150,098,15.2
11148,098,0.8
11147,098,38.7
11145,098,1.1
11144,098,0.2
11137,098,10.9
11136,098,34.3
11134,098,14.1
11133,098,38.9
11131,098,31.8
11129,098,35.5
11127,098,21.6
11064,098,0.4
11062,098,0.1
11036,098,0.3
18100,098,0
11018,098,0.8
13013,098,0.4
13022,098,0.8
13043,098,3.9
13046,098,1.8
13065,098,0.6
13082,098,0.4
13092,098,0.7
13113,098,0.5
13119,098,0.2
13133,098,2.5
13135,098,3.8
13142,098,0.8
13171,098,0.1
13178,098,0.6
13193,098,0.1
13197,098,0.2
13201,098,2
13204,098,1.8
13244,098,0.6
13266,098,0.2
13313,098,4.5
13360,098,0.1
13369,098,1.3
13396,098,0.1
15079,098,8.6
15296,098,0.7
15297,098,0.7
15314,098,5.4
15330,098,1.7
12042,098,0.8
12160,098,3
12185,098,6.3
12190,098,10.2
12194,098,0.1
12204,098,13.9
12220,098,10.3
12247,098,12
12250,098,10.1
12283,098,0.1
12285,098,0.1
14013,098,3.5
14025,098,4.6
14031,098,12.6
14037,098,0.1
14045,098,11.1
14096,098,0.5
14097,098,1.9
14105,098,2.4
14124,098,1.1
14153,098,0.9
14176,098,2.7
14191,098,0.6
